id_pedido;dt_pedido;id_cliente;nm_categoria_produto;nm_regiao;nr_quantidade;nr_preco_unitario;vl_desconto;nr_dias_para_entrega;nr_estrela_cliente;ds_metodo_pagamento
"24313";2012-05-04 00:00:00,000;"6008";"Roupas e Acessórios";"Sul";24;202,9;0,28;11;5;"Pix"
"108655";2005-03-31 00:00:00,000;"6095";"Roupas e Acessórios";"Sul";21;347,83;0,14;20;5;"Pix"
"91509";2012-06-13 00:00:00,000;"1778";"Roupas e Acessórios";"Sul";29;337,98;0,19;16;5;"Pix"
"52015";2006-07-31 00:00:00,000;"2140";"Roupas e Acessórios";"Sul";28;2,98;0,11;3;5;"Pix"
"99758";2019-04-29 00:00:00,000;"5762";"Roupas e Acessórios";"Sul";27;399,27;0,17;1;5;"Pix"
"108123";2010-12-17 00:00:00,000;"1341";"Roupas e Acessórios";"Sul";3;823,62;0,28;9;5;"Pix"
"101547";2011-06-10 00:00:00,000;"3389";"Roupas e Acessórios";"Sul";8;127,3;0,15;3;5;"Pix"
"44655";2017-10-30 00:00:00,000;"6805";"Roupas e Acessórios";"Sul";17;734,22;0,25;18;5;"Pix"
"62004";2024-11-11 00:00:00,000;"1698";"Roupas e Acessórios";"Sul";14;2,74;0,02;18;5;"Pix"
"30295";2009-05-18 00:00:00,000;"3950";"Roupas e Acessórios";"Sul";10;128,87;0,02;3;5;"Pix"
"99249";2012-03-21 00:00:00,000;"6392";"Roupas e Acessórios";"Sul";2;8,06;0,29;19;5;"Pix"
"38082";2010-10-11 00:00:00,000;"4544";"Roupas e Acessórios";"Sul";2;15,67;0,24;10;5;"Pix"
"23500";2017-01-13 00:00:00,000;"5585";"Roupas e Acessórios";"Sul";11;255,51;0,18;7;5;"Pix"
"55528";2009-11-28 00:00:00,000;"1162";"Roupas e Acessórios";"Sul";10;212,38;0,26;13;5;"Pix"
"106815";2012-07-10 00:00:00,000;"5448";"Roupas e Acessórios";"Sul";2;110,48;0,02;3;5;"Pix"
"44119";2005-07-04 00:00:00,000;"6243";"Roupas e Acessórios";"Sul";2;451,65;0,15;3;5;"Pix"
"26739";2007-07-17 00:00:00,000;"2999";"Roupas e Acessórios";"Sul";3;13,23;0,05;10;5;"Pix"
"22556";2013-05-06 00:00:00,000;"3856";"Roupas e Acessórios";"Sul";7;109,95;0,22;12;5;"Pix"
"13666";2014-03-26 00:00:00,000;"1806";"Roupas e Acessórios";"Sul";2;404,99;0,06;1;5;"Pix"
"43984";2026-03-28 00:00:00,000;"5933";"Roupas e Acessórios";"Sul";3;2,67;0,04;17;5;"Pix"
"48339";2009-02-28 00:00:00,000;"5231";"Roupas e Acessórios";"Sul";4;37,7;0,09;7;5;"Pix"
"28871";2008-12-08 00:00:00,000;"4474";"Roupas e Acessórios";"Sul";2;383,22;0,14;9;5;"Pix"
"55965";2014-07-24 00:00:00,000;"5833";"Roupas e Acessórios";"Sul";6;45,17;0,08;18;5;"Pix"
"87851";2013-04-21 00:00:00,000;"4676";"Roupas e Acessórios";"Sul";10;39,1;0,16;15;5;"Pix"
"68301";2014-11-11 00:00:00,000;"5096";"Roupas e Acessórios";"Sul";6;5,48;0,26;3;5;"Pix"
"58411";2017-04-28 00:00:00,000;"1525";"Roupas e Acessórios";"Sul";2;5,13;0,16;13;5;"Pix"
"80343";2017-11-07 00:00:00,000;"3868";"Roupas e Acessórios";"Sul";29;636,03;0,15;12;5;"Pix"
"56466";2024-10-29 00:00:00,000;"1732";"Roupas e Acessórios";"Sul";11;141,04;0,06;8;5;"Pix"
"78885";2010-10-10 00:00:00,000;"4353";"Roupas e Acessórios";"Sul";12;323,86;0,21;6;5;"Pix"
"110181";2019-08-23 00:00:00,000;"6041";"Roupas e Acessórios";"Sul";6;16,21;0,02;7;5;"Pix"
"53161";2018-04-16 00:00:00,000;"5443";"Roupas e Acessórios";"Sul";2;3,54;0,06;6;5;"Pix"
"79479";2013-04-21 00:00:00,000;"4314";"Roupas e Acessórios";"Sul";15;16,18;0,22;2;5;"Pix"
"82995";2005-05-01 00:00:00,000;"2181";"Roupas e Acessórios";"Sul";4;12,17;0,11;5;5;"Pix"
"29545";2006-10-13 00:00:00,000;"4815";"Roupas e Acessórios";"Sul";16;25,87;0,05;4;5;"Pix"
"79846";2005-08-31 00:00:00,000;"4828";"Roupas e Acessórios";"Sul";19;3,01;0,07;10;5;"Pix"
"56315";2021-02-08 00:00:00,000;"6624";"Roupas e Acessórios";"Sul";8;9,99;0,24;4;5;"Pix"
"80833";2007-05-19 00:00:00,000;"6124";"Roupas e Acessórios";"Sul";3;699,13;0,22;6;5;"Pix"
"62299";2009-08-31 00:00:00,000;"6705";"Roupas e Acessórios";"Sul";16;323,16;0,03;12;5;"Pix"
"37905";2013-07-21 00:00:00,000;"6733";"Roupas e Acessórios";"Sul";2;553,14;0,08;6;5;"Pix"
"79650";2008-03-18 00:00:00,000;"5047";"Roupas e Acessórios";"Sul";8;62,41;0,25;9;5;"Pix"
"78001";2020-11-05 00:00:00,000;"3049";"Roupas e Acessórios";"Sul";20;78,37;0,26;4;5;"Pix"
"22233";2020-06-03 00:00:00,000;"6886";"Roupas e Acessórios";"Sul";23;14,78;0,18;1;5;"Pix"
"29506";2023-08-29 00:00:00,000;"4568";"Roupas e Acessórios";"Sul";10;9,73;0,29;18;5;"Pix"
"75219";2016-03-31 00:00:00,000;"1323";"Roupas e Acessórios";"Sul";27;105,74;0,27;18;5;"Pix"
"38095";2010-09-29 00:00:00,000;"4498";"Roupas e Acessórios";"Sul";2;279,57;0,12;18;5;"Pix"
"13452";2005-04-29 00:00:00,000;"1020";"Roupas e Acessórios";"Sul";2;267,71;0,24;2;5;"Pix"
"27393";2025-03-07 00:00:00,000;"2425";"Roupas e Acessórios";"Sul";23;4,73;0,19;9;5;"Pix"
"51772";2012-03-10 00:00:00,000;"3090";"Roupas e Acessórios";"Sul";7;7,33;0,21;19;5;"Pix"
"39850";2004-12-16 00:00:00,000;"5865";"Roupas e Acessórios";"Sul";18;381,48;0,03;8;5;"Pix"
"71113";2015-10-04 00:00:00,000;"1203";"Roupas e Acessórios";"Sul";14;4,88;0,18;15;5;"Pix"
"90759";2007-10-27 00:00:00,000;"6635";"Roupas e Acessórios";"Sul";19;25,07;0,05;9;5;"Pix"
"50692";2020-05-20 00:00:00,000;"2928";"Roupas e Acessórios";"Sul";15;7;0,06;15;5;"Pix"
"63806";2021-07-17 00:00:00,000;"2380";"Roupas e Acessórios";"Sul";28;18,35;0,07;10;5;"Pix"
"82802";2009-10-19 00:00:00,000;"1044";"Roupas e Acessórios";"Sul";3;9,21;0,18;14;5;"Pix"
"53559";2016-12-30 00:00:00,000;"5250";"Roupas e Acessórios";"Sul";11;159,84;0,22;2;5;"Pix"
"91751";2017-05-07 00:00:00,000;"2830";"Roupas e Acessórios";"Sul";7;595,47;0,15;13;5;"Pix"
"40046";2021-11-01 00:00:00,000;"2164";"Roupas e Acessórios";"Sul";13;3,93;0,17;19;5;"Pix"
"53674";2013-09-25 00:00:00,000;"5087";"Eletrônicos";"Sul";4;6,46;0,29;20;5;"Pix"
"87431";2005-10-16 00:00:00,000;"6800";"Eletrônicos";"Sul";4;150,04;0,2;3;5;"Pix"
"21288";2009-07-09 00:00:00,000;"1578";"Eletrônicos";"Sul";22;147,09;0,05;1;5;"Pix"
"80864";2004-02-04 00:00:00,000;"3569";"Eletrônicos";"Sul";4;179,9;0,1;1;5;"Pix"
"12224";2013-08-09 00:00:00,000;"1567";"Eletrônicos";"Sul";4;430,74;0,28;3;5;"Pix"
"21002";2005-06-21 00:00:00,000;"2074";"Eletrônicos";"Sul";18;216,01;0,19;8;5;"Pix"
"72989";2014-06-12 00:00:00,000;"1484";"Eletrônicos";"Sul";22;44,23;0,01;9;5;"Pix"
"40632";2009-05-28 00:00:00,000;"6072";"Eletrônicos";"Sul";2;993,14;0,23;20;5;"Pix"
"66158";2005-07-11 00:00:00,000;"6304";"Eletrônicos";"Sul";12;6,53;0,23;26;5;"Pix"
"68737";2018-02-26 00:00:00,000;"1424";"Eletrônicos";"Sul";13;13,21;0,19;4;5;"Pix"
"33625";2024-01-20 00:00:00,000;"4484";"Eletrônicos";"Sul";8;73,17;0,23;1;5;"Pix"
"56279";2016-10-12 00:00:00,000;"2894";"Eletrônicos";"Sul";2;5,11;0,21;13;5;"Pix"
"91755";2022-02-25 00:00:00,000;"3250";"Eletrônicos";"Sul";10;226,09;0,04;6;5;"Pix"
"82905";2019-08-30 00:00:00,000;"2525";"Eletrônicos";"Sul";12;83,76;0,17;7;5;"Pix"
"109879";2012-05-08 00:00:00,000;"6473";"Eletrônicos";"Sul";17;60,72;0,3;17;5;"Pix"
"57888";2020-08-24 00:00:00,000;"1807";"Eletrônicos";"Sul";28;246,12;0,17;10;5;"Pix"
"51791";2023-02-25 00:00:00,000;"6821";"Eletrônicos";"Sul";27;34,85;0,24;8;5;"Pix"
"112288";2020-06-26 00:00:00,000;"3409";"Eletrônicos";"Sul";2;4,14;0,07;16;5;"Pix"
"61370";2006-07-21 00:00:00,000;"2212";"Eletrônicos";"Sul";7;2,05;0,11;4;5;"Pix"
"91241";2007-06-15 00:00:00,000;"5971";"Eletrônicos";"Sul";26;35,77;0,26;9;5;"Pix"
"26978";2004-07-18 00:00:00,000;"3681";"Eletrônicos";"Sul";27;16,9;0,03;16;5;"Pix"
"39171";2022-01-09 00:00:00,000;"1034";"Eletrônicos";"Sul";15;31,88;0,15;18;5;"Pix"
"22363";2007-01-27 00:00:00,000;"2594";"Eletrônicos";"Sul";13;4,43;0,22;9;5;"Pix"
"45118";2015-06-25 00:00:00,000;"6563";"Eletrônicos";"Sul";2;20,59;0,15;15;5;"Pix"
"74783";2022-09-08 00:00:00,000;"1639";"Eletrônicos";"Sul";23;69,61;0,27;20;5;"Pix"
"58881";2017-07-21 00:00:00,000;"6314";"Eletrônicos";"Sul";5;15,52;0,26;6;5;"Pix"
"44391";2019-09-03 00:00:00,000;"5634";"Eletrônicos";"Sul";22;32,76;0,03;2;5;"Pix"
"76537";2010-02-01 00:00:00,000;"3437";"Eletrônicos";"Sul";3;4,12;0,11;9;5;"Pix"
"90809";2022-01-10 00:00:00,000;"2628";"Eletrônicos";"Sul";5;100,41;0,05;17;5;"Pix"
"53467";2017-03-01 00:00:00,000;"2261";"Eletrônicos";"Sul";15;24,11;0,25;20;5;"Pix"
"40843";2015-07-18 00:00:00,000;"1198";"Eletrônicos";"Sul";2;3,31;0,02;12;5;"Pix"
"74743";2025-06-02 00:00:00,000;"1643";"Eletrônicos";"Sul";2;9,34;0,08;6;5;"Pix"
"106609";2014-02-07 00:00:00,000;"1655";"Eletrônicos";"Sul";3;15,15;0,27;10;5;"Pix"
"106596";2012-12-26 00:00:00,000;"6301";"Eletrônicos";"Sul";8;279,26;0,3;1;5;"Pix"
"42842";2007-04-09 00:00:00,000;"2293";"Eletrônicos";"Sul";20;523,43;0,14;7;5;"Pix"
"25000";2004-08-27 00:00:00,000;"2985";"Eletrônicos";"Sul";5;10,25;0,01;3;5;"Pix"
"74395";2007-06-25 00:00:00,000;"5692";"Eletrônicos";"Sul";23;90,42;0,25;1;5;"Pix"
"109177";2013-02-27 00:00:00,000;"6069";"Eletrônicos";"Sul";24;17,88;0,27;18;5;"Pix"
"92016";2023-02-26 00:00:00,000;"2519";"Eletrônicos";"Sul";17;24,31;0,06;9;5;"Pix"
"17839";2016-09-24 00:00:00,000;"2279";"Eletrônicos";"Sul";29;77,19;0,23;8;5;"Pix"
"76772";2017-09-05 00:00:00,000;"6330";"Eletrônicos";"Sul";14;779,98;0,3;8;5;"Pix"
"77661";2021-02-17 00:00:00,000;"5054";"Eletrônicos";"Sul";2;60,29;0,05;9;5;"Pix"
"34673";2010-02-16 00:00:00,000;"6985";"Eletrônicos";"Sul";11;3,09;0,17;6;5;"Pix"
"32130";2019-12-30 00:00:00,000;"2637";"Eletrônicos";"Sul";2;307,7;0,29;2;5;"Pix"
"96565";2024-12-23 00:00:00,000;"1762";"Eletrônicos";"Sul";2;4,41;0,25;19;5;"Pix"
"33732";2008-10-11 00:00:00,000;"6321";"Eletrônicos";"Sul";4;50,58;0,18;2;5;"Pix"
"50985";2006-07-30 00:00:00,000;"5112";"Eletrônicos";"Sul";20;100,44;0,12;7;5;"Pix"
"56189";2005-08-10 00:00:00,000;"1067";"Eletrônicos";"Sul";2;88,24;0,3;3;5;"Pix"
"33809";2017-03-24 00:00:00,000;"1345";"Eletrônicos";"Sul";12;100,24;0,24;7;5;"Pix"
"63114";2019-03-05 00:00:00,000;"3331";"Eletrônicos";"Sul";28;7,56;0,21;2;5;"Pix"
"46265";2015-11-04 00:00:00,000;"3858";"Eletrônicos";"Sul";4;6,76;0,08;19;5;"Pix"
"113429";2026-04-23 00:00:00,000;"4462";"Eletrônicos";"Sul";2;48,11;0,05;4;5;"Pix"
"95581";2017-05-21 00:00:00,000;"1843";"Eletrônicos";"Sul";2;15,23;0,1;14;5;"Pix"
"55792";2014-12-26 00:00:00,000;"1274";"Eletrônicos";"Sul";17;43,98;0,21;12;5;"Pix"
"36633";2020-01-06 00:00:00,000;"2692";"Eletrônicos";"Sul";9;11,26;0,06;13;5;"Pix"
"66594";2023-03-19 00:00:00,000;"1514";"Eletrônicos";"Sul";6;21,24;0,1;16;5;"Pix"
"85285";2009-08-17 00:00:00,000;"5364";"Eletrônicos";"Sul";19;189,96;0,03;5;5;"Pix"
"105281";2008-01-12 00:00:00,000;"1566";"Eletrônicos";"Sul";25;329,51;0,21;14;5;"Pix"
"61897";2024-04-16 00:00:00,000;"1194";"Eletrônicos";"Sul";10;4,87;0,07;14;5;"Pix"
"43871";2004-05-30 00:00:00,000;"6892";"Eletrônicos";"Sul";6;58,1;0,2;4;5;"Pix"
"58373";2004-12-24 00:00:00,000;"6522";"Eletrônicos";"Sul";4;3,2;0,1;13;5;"Pix"
"34034";2013-08-23 00:00:00,000;"5884";"Eletrônicos";"Sul";16;633,26;0,07;12;5;"Pix"
"19430";2007-08-20 00:00:00,000;"4022";"Eletrônicos";"Sul";6;6,66;0,13;1;5;"Pix"
"31886";2004-12-03 00:00:00,000;"2129";"Eletrônicos";"Sul";4;38,4;0,09;15;5;"Pix"
"35151";2024-12-02 00:00:00,000;"2700";"Eletrônicos";"Sul";12;10,4;0,13;2;5;"Pix"
"80477";2022-02-08 00:00:00,000;"2170";"Eletrônicos";"Sul";20;54,36;0,11;14;5;"Pix"
"34406";2014-10-17 00:00:00,000;"1652";"Eletrônicos";"Sul";14;3,19;0,09;16;5;"Pix"
"26464";2011-04-07 00:00:00,000;"4540";"Eletrônicos";"Sul";19;4,08;0,12;18;5;"Pix"
"73125";2018-05-26 00:00:00,000;"3363";"Eletrônicos";"Sul";4;15,57;0,24;20;5;"Pix"
"56793";2008-10-22 00:00:00,000;"3326";"Eletrônicos";"Sul";18;46,42;0,3;4;5;"Pix"
"71516";2007-11-23 00:00:00,000;"2166";"Eletrônicos";"Sul";8;48,13;0,1;11;5;"Pix"
"76919";2006-02-12 00:00:00,000;"2783";"Eletrônicos";"Sul";7;49,36;0,27;9;5;"Pix"
"44884";2022-04-11 00:00:00,000;"5776";"Eletrônicos";"Sul";2;40,06;0,13;9;5;"Pix"
"51592";2013-12-12 00:00:00,000;"6708";"Eletrônicos";"Sul";29;2;0,23;18;5;"Pix"
"56157";2025-05-22 00:00:00,000;"1657";"Eletrônicos";"Sul";15;4,12;0,01;1;5;"Pix"
"41128";2009-12-31 00:00:00,000;"6689";"Eletrônicos";"Sul";4;207,09;0,23;4;5;"Pix"
"53131";2015-03-16 00:00:00,000;"3470";"Eletrônicos";"Sul";9;4,73;0,05;9;5;"Pix"
"28365";2018-01-02 00:00:00,000;"2225";"Eletrônicos";"Sul";7;246,89;0,21;9;5;"Pix"
"24314";2007-07-04 00:00:00,000;"3010";"Eletrônicos";"Sul";26;6,55;0,24;11;5;"Pix"
"83473";2014-11-02 00:00:00,000;"5234";"Eletrônicos";"Sul";3;4,72;0,25;8;5;"Pix"
"42294";2013-06-30 00:00:00,000;"5096";"Eletrônicos";"Sul";13;989,64;0,02;2;5;"Pix"
"98375";2020-11-17 00:00:00,000;"4893";"Eletrônicos";"Sul";3;4,62;0,13;6;5;"Pix"
"36365";2022-08-03 00:00:00,000;"5060";"Eletrônicos";"Sul";6;1055,45;0,14;17;5;"Pix"
"101200";2012-02-07 00:00:00,000;"4272";"Eletrônicos";"Sul";10;171,02;0,12;15;5;"Pix"
"52361";2021-12-17 00:00:00,000;"1951";"Eletrônicos";"Sul";27;28,16;0,08;12;5;"Pix"
"89412";2022-07-14 00:00:00,000;"5503";"Eletrônicos";"Sul";6;35,76;0,14;10;5;"Pix"
"105992";2021-08-10 00:00:00,000;"5867";"Eletrônicos";"Sul";10;237,91;0,05;8;5;"Pix"
"107506";2006-11-07 00:00:00,000;"3337";"Eletrônicos";"Sul";3;29,61;0,03;5;5;"Pix"
"50861";2007-07-01 00:00:00,000;"1516";"Eletrônicos";"Sul";12;2,98;0,04;10;5;"Pix"
"63356";2007-10-11 00:00:00,000;"6922";"Eletrônicos";"Sul";8;212,78;0,08;5;5;"Pix"
"29527";2016-06-22 00:00:00,000;"3762";"Eletrônicos";"Sul";22;2,69;0,18;14;5;"Pix"
"57037";2006-12-06 00:00:00,000;"1198";"Eletrônicos";"Sul";28;3,19;0,17;18;5;"Pix"
"94841";2009-08-20 00:00:00,000;"3419";"Eletrônicos";"Sul";5;4,4;0,1;18;5;"Pix"
"107844";2021-11-20 00:00:00,000;"1456";"Eletrônicos";"Sul";3;363,53;0,28;14;5;"Pix"
"78933";2008-07-19 00:00:00,000;"5329";"Eletrônicos";"Sul";12;6,41;0,06;4;5;"Pix"
"62577";2011-09-16 00:00:00,000;"1557";"Eletrônicos";"Sul";14;45,47;0,08;15;5;"Pix"
"15800";2005-01-12 00:00:00,000;"6460";"Eletrônicos";"Sul";2;7,67;0,01;18;5;"Pix"
"86955";2026-01-05 00:00:00,000;"5168";"Eletrônicos";"Sul";12;100,77;0,04;1;5;"Pix"
"57303";2014-09-22 00:00:00,000;"1175";"Eletrônicos";"Sul";2;3,75;0,19;2;5;"Pix"
"99392";2013-07-19 00:00:00,000;"6342";"Eletrônicos";"Sul";4;2,09;0,21;9;5;"Pix"
"66991";2010-07-17 00:00:00,000;"3773";"Eletrônicos";"Sul";21;3,13;0,1;3;5;"Pix"
"33198";2020-02-08 00:00:00,000;"6821";"Eletrônicos";"Sul";23;2,59;0,08;8;5;"Pix"
"75467";2019-12-13 00:00:00,000;"6133";"Eletrônicos";"Sul";4;500,33;0,03;20;5;"Pix"
"16689";2012-01-17 00:00:00,000;"6499";"Eletrônicos";"Sul";21;24,53;0,22;4;5;"Pix"
"90183";2006-08-07 00:00:00,000;"1033";"Eletrônicos";"Sul";14;393,35;0,14;3;5;"Pix"
"64082";2014-06-03 00:00:00,000;"5575";"Eletrônicos";"Sul";21;3,27;0,11;17;5;"Pix"
"62749";2024-11-27 00:00:00,000;"4406";"Eletrônicos";"Sul";6;59,65;0,07;18;5;"Pix"
"111945";2023-12-03 00:00:00,000;"5921";"Eletrônicos";"Sul";6;76,65;0,29;20;5;"Pix"
"52070";2023-08-25 00:00:00,000;"5739";"Eletrônicos";"Sul";20;787,59;0,26;12;5;"Pix"
"49089";2026-06-16 00:00:00,000;"4770";"Eletrônicos";"Sul";8;29,52;0,16;14;5;"Pix"
"55063";2016-05-26 00:00:00,000;"2404";"Eletrônicos";"Sul";17;5,01;0,03;6;5;"Pix"
"95878";2008-06-30 00:00:00,000;"3709";"Eletrônicos";"Sul";5;348,66;0,02;5;5;"Pix"
"113843";2007-06-25 00:00:00,000;"5512";"Eletrônicos";"Sul";15;3,05;0,17;8;5;"Pix"
"42087";2015-06-23 00:00:00,000;"1336";"Eletrônicos";"Sul";5;370,8;0,29;3;5;"Pix"
"15746";2026-04-12 00:00:00,000;"6511";"Eletrônicos";"Sul";4;123,02;0,21;24;5;"Pix"
"58510";2011-10-25 00:00:00,000;"1607";"Eletrônicos";"Sul";2;16,76;0,01;4;5;"Pix"
"27996";2011-03-26 00:00:00,000;"6412";"Eletrônicos";"Sul";27;153,24;0,07;10;5;"Pix"
"22561";2012-03-15 00:00:00,000;"2786";"Eletrônicos";"Sul";21;2,65;0,14;10;5;"Pix"
"94372";2019-08-09 00:00:00,000;"2822";"Eletrônicos";"Sul";21;892,95;0,03;1;5;"Pix"
"57897";2010-11-12 00:00:00,000;"3370";"Eletrônicos";"Sul";13;2,26;0,09;11;5;"Pix"
"16426";2012-02-24 00:00:00,000;"1996";"Eletrônicos";"Sul";10;11,29;0,2;15;5;"Pix"
"112979";2017-07-08 00:00:00,000;"5577";"Eletrônicos";"Sul";20;4,85;0,24;17;5;"Pix"
"64656";2015-01-04 00:00:00,000;"1503";"Eletrônicos";"Sul";12;234,48;0,09;11;5;"Pix"
"44447";2023-04-22 00:00:00,000;"3036";"Eletrônicos";"Sul";7;7,86;0,05;3;5;"Pix"
"70522";2024-03-09 00:00:00,000;"6162";"Eletrônicos";"Sul";27;4,4;0,12;1;5;"Pix"
"25324";2021-06-07 00:00:00,000;"1169";"Eletrônicos";"Sul";9;3,43;0,27;19;5;"Pix"
"79731";2018-07-01 00:00:00,000;"4032";"Eletrônicos";"Sul";4;53,06;0,27;16;5;"Pix"
"75830";2020-09-15 00:00:00,000;"5720";"Eletrônicos";"Sul";29;5,68;0,28;8;5;"Pix"
"91434";2011-09-09 00:00:00,000;"4460";"Eletrônicos";"Sul";18;171,79;0,18;3;5;"Pix"
"22287";2010-07-16 00:00:00,000;"1564";"Eletrônicos";"Sul";10;18,45;0,12;13;5;"Pix"
"70553";2007-02-26 00:00:00,000;"2921";"Eletrônicos";"Sul";14;22,87;0,14;3;5;"Pix"
"41622";2016-10-28 00:00:00,000;"3606";"Eletrônicos";"Sul";12;21,06;0,24;11;5;"Pix"
"43886";2026-04-27 00:00:00,000;"3629";"Eletrônicos";"Sul";10;20,36;0,02;6;5;"Pix"
"11516";2025-01-15 00:00:00,000;"1323";"Eletrônicos";"Sul";5;27,33;0,11;7;5;"Pix"
"95088";2004-11-03 00:00:00,000;"5077";"Eletrônicos";"Sul";11;62,74;0,09;7;5;"Pix"
"99212";2010-02-13 00:00:00,000;"2460";"Eletrônicos";"Sul";5;487,02;0,09;15;5;"Pix"
"16509";2010-10-21 00:00:00,000;"1574";"Eletrônicos";"Sul";6;22,17;0,13;16;5;"Pix"
"104248";2005-06-19 00:00:00,000;"6404";"Eletrônicos";"Sul";25;14,03;0,16;13;5;"Pix"
"80826";2015-10-23 00:00:00,000;"1440";"Eletrônicos";"Sul";6;8,6;0,26;17;5;"Pix"
"73859";2006-08-18 00:00:00,000;"5332";"Eletrônicos";"Sul";14;2,65;0,18;28;5;"Pix"
"83063";2005-01-26 00:00:00,000;"1579";"Eletrônicos";"Sul";9;28,3;0,11;14;5;"Pix"
"68612";2019-04-09 00:00:00,000;"1859";"Eletrônicos";"Sul";16;403,06;0,16;4;5;"Pix"
"107575";2022-11-11 00:00:00,000;"5389";"Eletrônicos";"Sul";6;52,69;0,14;18;5;"Pix"
"34681";2016-09-13 00:00:00,000;"6927";"Eletrônicos";"Sul";4;129,01;0,13;13;5;"Pix"
"110741";2006-02-23 00:00:00,000;"5561";"Eletrônicos";"Sul";12;2,45;0,16;9;5;"Pix"
"15843";2007-11-27 00:00:00,000;"4496";"Eletrônicos";"Sul";2;16,97;0,23;8;5;"Pix"
"88898";2017-06-13 00:00:00,000;"5759";"Eletrônicos";"Sul";27;4,39;0,17;16;5;"Pix"
"13473";2020-08-19 00:00:00,000;"1788";"Eletrônicos";"Sul";2;25,29;0,08;9;5;"Pix"
"101276";2022-09-05 00:00:00,000;"3744";"Eletrônicos";"Sul";8;107,83;0,2;13;5;"Pix"
"102821";2020-11-04 00:00:00,000;"4828";"Eletrônicos";"Sul";16;363,82;0,29;3;5;"Pix"
"31944";2006-02-15 00:00:00,000;"6270";"Eletrônicos";"Sul";7;63,59;0,05;6;5;"Pix"
"60460";2022-11-05 00:00:00,000;"2958";"Eletrônicos";"Sul";7;14,5;0,12;9;5;"Pix"
"81625";2014-01-23 00:00:00,000;"3418";"Eletrônicos";"Sul";6;4,46;0,23;9;5;"Pix"
"44506";2009-08-08 00:00:00,000;"4082";"Eletrônicos";"Sul";9;180,54;0,04;19;5;"Pix"
"88294";2013-12-10 00:00:00,000;"2347";"Eletrônicos";"Sul";9;49,35;0,15;5;5;"Pix"
"103619";2019-01-03 00:00:00,000;"1583";"Eletrônicos";"Sul";21;26,67;0,16;18;5;"Pix"
"53609";2013-03-11 00:00:00,000;"3248";"Eletrônicos";"Sul";10;4,16;0,12;9;5;"Pix"
"104050";2016-01-12 00:00:00,000;"5795";"Eletrônicos";"Sul";2;22,14;0,07;11;5;"Pix"
"85031";2022-10-31 00:00:00,000;"5284";"Eletrônicos";"Sul";2;31,14;0,2;18;5;"Pix"
"99923";2021-07-05 00:00:00,000;"4821";"Eletrônicos";"Sul";4;13,96;0,29;19;5;"Pix"
"111138";2020-02-10 00:00:00,000;"5181";"Eletrônicos";"Sul";12;58,56;0,1;2;5;"Pix"
"95729";2015-04-01 00:00:00,000;"5498";"Eletrônicos";"Sul";21;3,29;0,13;2;5;"Pix"
"45338";2020-02-02 00:00:00,000;"1762";"Eletrônicos";"Sul";12;3,41;0,25;12;5;"Pix"
"24142";2007-05-04 00:00:00,000;"4406";"Eletrônicos";"Sul";5;833,32;0,15;3;5;"Pix"
"86180";2024-02-15 00:00:00,000;"1179";"Eletrônicos";"Sul";2;100,15;0,16;19;5;"Pix"
"67992";2011-03-24 00:00:00,000;"4386";"Eletrônicos";"Sul";14;8,31;0,19;3;5;"Pix"
"82151";2021-10-16 00:00:00,000;"1366";"Eletrônicos";"Sul";18;279,73;0,19;7;5;"Pix"
"98107";2022-11-06 00:00:00,000;"3940";"Eletrônicos";"Sul";8;298,77;0,26;1;5;"Pix"
"73733";2006-12-12 00:00:00,000;"1215";"Eletrônicos";"Sul";21;361,28;0,29;5;5;"Pix"
"42073";2026-02-15 00:00:00,000;"3402";"Eletrônicos";"Sul";7;619,52;0,21;6;5;"Pix"
"63817";2016-10-06 00:00:00,000;"2965";"Eletrônicos";"Sul";8;755,7;0,06;14;5;"Pix"
"66268";2008-05-24 00:00:00,000;"3772";"Eletrônicos";"Sul";4;526,83;0,04;11;5;"Pix"
"59619";2026-01-06 00:00:00,000;"4732";"Eletrônicos";"Sul";5;613,35;0,25;28;5;"Pix"
"81841";2022-03-22 00:00:00,000;"1467";"Eletrônicos";"Sul";25;32,3;0,17;16;5;"Pix"
"94527";2009-03-31 00:00:00,000;"6401";"Eletrônicos";"Sul";13;69,97;0,07;7;5;"Pix"
"101497";2020-12-17 00:00:00,000;"6029";"Eletrônicos";"Sul";6;468,49;0,02;2;5;"Pix"
"111083";2014-01-26 00:00:00,000;"4545";"Eletrônicos";"Sul";16;951,95;0,02;6;5;"Pix"
"55952";2017-08-13 00:00:00,000;"5999";"Eletrônicos";"Sul";14;417,38;0,06;13;5;"Pix"
"114778";2015-02-28 00:00:00,000;"3070";"Eletrônicos";"Sul";27;7,18;0,15;13;5;"Pix"
"101191";2008-12-10 00:00:00,000;"4910";"Eletrônicos";"Sul";12;24,21;0,17;1;5;"Pix"
"90949";2021-04-10 00:00:00,000;"3956";"Eletrônicos";"Sul";6;2,3;0,11;5;5;"Pix"
"46678";2008-02-25 00:00:00,000;"1418";"Eletrônicos";"Sul";24;204,24;0,14;1;5;"Pix"
"82075";2013-10-12 00:00:00,000;"4290";"Eletrônicos";"Sul";21;20,64;0,22;12;5;"Pix"
