Data do Pedido;Categoria Produto;Região;Quantidade Vedida;Preço Unitário;Desconto;Quantidade de Dias Entrega;Avaliação do Cliente;Metodo de Pagamento;Valor total venda;Valor total desconto aplicado;Data do Pedido Dia;Data do Pedido Mês;Data do Pedido Ano
2025-07-03 00:00:00,000;"Mobília";"Sul";2;12,83;0,29;3;4,4;"Pix";18,218600000000002;7,4414;"03";"07";"2025"
2008-06-13 00:00:00,000;"Mobília";"Sul";6;2,38;0,03;24;3,8;"Pix";13,851599999999998;0,42839999999999995;"13";"06";"2008"
2019-12-06 00:00:00,000;"Mobília";"Sul";18;5,65;0,05;12;3,9;"Pix";96,615000000000009;5,0850000000000009;"06";"12";"2019"
2006-10-11 00:00:00,000;"Mobília";"Sul";21;261,37;0,16;27;3,7;"Pix";4610,5668000000005;878,2032;"11";"10";"2006"
2023-04-13 00:00:00,000;"Mobília";"Sul";28;795,61;0,02;21;4,3;"Pix";21831,5384;445,5416;"13";"04";"2023"
2011-06-23 00:00:00,000;"Mobília";"Sul";27;81,98;0,16;1;4,8;"Pix";1859,3064000000002;354,15360000000004;"23";"06";"2011"
2020-08-23 00:00:00,000;"Mobília";"Sul";17;2,73;0,11;9;3,6;"Pix";41,304899999999996;5,1051;"23";"08";"2020"
2015-02-20 00:00:00,000;"Mobília";"Sul";10;3,53;0,15;18;4,1;"Pix";30,004999999999995;5,295;"20";"02";"2015"
2020-06-16 00:00:00,000;"Mobília";"Sul";3;16,22;0,2;1;4,6;"Pix";38,928;9,732;"16";"06";"2020"
2008-08-26 00:00:00,000;"Mobília";"Sul";24;7,95;0,19;28;3,5;"Pix";154,548;36,251999999999995;"26";"08";"2008"
2015-02-10 00:00:00,000;"Mobília";"Sul";7;4,8;0,11;3;3,3;"Pix";29,904000000000003;3,696;"10";"02";"2015"
2006-12-11 00:00:00,000;"Mobília";"Sul";17;12,22;0,02;25;4,9;"Pix";203,5852;4,1548;"11";"12";"2006"
2020-01-30 00:00:00,000;"Mobília";"Sul";18;11,57;0,17;15;4,7;"Pix";172,8558;35,4042;"30";"01";"2020"
2005-12-18 00:00:00,000;"Mobília";"Sul";2;917,72;0,02;25;2,2;"Pix";1798,7312;36,708800000000004;"18";"12";"2005"
2026-08-08 00:00:00,000;"Mobília";"Sul";3;186,02;0,22;28;4,3;"Pix";435,28679999999997;122,77320000000002;"08";"08";"2026"
2024-02-10 00:00:00,000;"Mobília";"Sul";5;33,71;0,11;3;4,4;"Pix";150,0095;18,5405;"10";"02";"2024"
2013-09-27 00:00:00,000;"Mobília";"Sul";4;36,81;0,05;1;3,9;"Pix";139,87800000000001;7,362000000000001;"27";"09";"2013"
2007-04-14 00:00:00,000;"Mobília";"Sul";25;99,85;0,1;6;2,9;"Pix";2246,625;249,625;"14";"04";"2007"
2025-11-18 00:00:00,000;"Mobília";"Sul";2;8,88;0,2;26;4,6;"Pix";14,208000000000002;3,5520000000000005;"18";"11";"2025"
2010-01-13 00:00:00,000;"Mobília";"Sul";3;46,29;0,15;26;3,8;"Pix";118,0395;20,830499999999997;"13";"01";"2010"
2004-07-07 00:00:00,000;"Mobília";"Sul";2;10,63;0,18;6;3,2;"Pix";17,433200000000003;3,8268;"07";"07";"2004"
2012-05-31 00:00:00,000;"Mobília";"Sul";2;354,45;0,11;14;3,8;"Pix";630,92099999999994;77,979;"31";"05";"2012"
2011-06-03 00:00:00,000;"Mobília";"Sul";3;397,78;0,06;16;3,6;"Pix";1121,7395999999999;71,6004;"03";"06";"2011"
2016-06-10 00:00:00,000;"Mobília";"Sul";3;4,74;0,3;15;4,5;"Pix";9,954;4,266;"10";"06";"2016"
2017-06-13 00:00:00,000;"Mobília";"Sul";21;12,91;0,27;8;3,3;"Pix";197,91029999999998;73,1997;"13";"06";"2017"
2009-04-09 00:00:00,000;"Mobília";"Sul";17;960,47;0,14;1;2,5;"Pix";14042,071399999999;2285,9186000000004;"09";"04";"2009"
2007-07-11 00:00:00,000;"Mobília";"Sul";6;109,34;0,02;10;3,9;"Pix";642,9192;13,120800000000003;"11";"07";"2007"
2006-10-19 00:00:00,000;"Mobília";"Sul";12;150,58;0,14;20;2,8;"Pix";1553,9856000000002;252,97440000000003;"19";"10";"2006"
2016-05-07 00:00:00,000;"Mobília";"Sul";2;447,09;0,05;28;2,8;"Pix";849,471;44,709;"07";"05";"2016"
2020-07-27 00:00:00,000;"Mobília";"Sul";4;8,78;0,04;3;4,8;"Pix";33,715199999999996;1,4047999999999998;"27";"07";"2020"
2023-04-07 00:00:00,000;"Mobília";"Sul";2;71,78;0,24;10;1,5;"Pix";109,10560000000001;34,4544;"07";"04";"2023"
2009-04-26 00:00:00,000;"Mobília";"Sul";17;7,68;0,05;12;4,7;"Pix";124,03199999999998;6,5280000000000005;"26";"04";"2009"
2005-08-30 00:00:00,000;"Mobília";"Sul";10;3,9;0,19;2;1;"Pix";31,589999999999996;7,41;"30";"08";"2005"
2019-12-18 00:00:00,000;"Mobília";"Sul";3;238,09;0,27;21;3,7;"Pix";521,4171;192,8529;"18";"12";"2019"
2025-02-05 00:00:00,000;"Mobília";"Sul";2;71,19;0,11;2;2,4;"Pix";126,7182;15,6618;"05";"02";"2025"
2017-01-31 00:00:00,000;"Mobília";"Sul";14;14,31;0,25;4;4,2;"Pix";150,255;50,085;"31";"01";"2017"
2026-06-24 00:00:00,000;"Mobília";"Sul";18;561,55;0,26;1;4,8;"Pix";7479,846;2628,0539999999996;"24";"06";"2026"
2021-07-19 00:00:00,000;"Mobília";"Sul";2;6,11;0,13;20;4,6;"Pix";10,631400000000001;1,5886000000000002;"19";"07";"2021"
2018-05-04 00:00:00,000;"Mobília";"Sul";27;11,5;0,27;28;1,5;"Pix";226,665;83,835000000000008;"04";"05";"2018"
2010-02-18 00:00:00,000;"Mobília";"Sul";6;56,07;0,06;15;2,1;"Pix";316,2348;20,1852;"18";"02";"2010"
2010-07-26 00:00:00,000;"Mobília";"Sul";19;502,83;0,26;3;4,1;"Pix";7069,7898000000005;2483,9802000000004;"26";"07";"2010"
2007-04-20 00:00:00,000;"Mobília";"Sul";10;6,02;0,16;8;4;"Pix";50,568;9,632;"20";"04";"2007"
2010-11-30 00:00:00,000;"Mobília";"Sul";26;744,86;0,19;25;3,9;"Pix";15686,7516;3679,6084;"30";"11";"2010"
2008-10-18 00:00:00,000;"Mobília";"Sul";20;17,8;0,26;4;4,8;"Pix";263,44;92,56;"18";"10";"2008"
2006-02-19 00:00:00,000;"Mobília";"Sul";2;86,8;0,27;3;4,5;"Pix";126,728;46,872;"19";"02";"2006"
2013-10-25 00:00:00,000;"Mobília";"Sul";15;5,27;0,11;28;4,2;"Pix";70,3545;8,6955;"25";"10";"2013"
2006-11-19 00:00:00,000;"Mobília";"Sul";4;324,17;0,05;4;4,2;"Pix";1231,846;64,834;"19";"11";"2006"
2022-06-10 00:00:00,000;"Mobília";"Sul";15;3,37;0,25;9;4,3;"Pix";37,912499999999994;12,637500000000001;"10";"06";"2022"
2013-04-05 00:00:00,000;"Mobília";"Sul";2;5,74;0,24;14;4,3;"Pix";8,7248;2,7552;"05";"04";"2013"
2023-01-21 00:00:00,000;"Mobília";"Sul";7;268,19;0,04;15;4,9;"Pix";1802,2368000000001;75,09320000000001;"21";"01";"2023"
2010-04-30 00:00:00,000;"Mobília";"Sul";3;600,47;0,07;18;3,9;"Pix";1675,3112999999998;126,09870000000001;"30";"04";"2010"
2019-04-06 00:00:00,000;"Mobília";"Sul";29;38,42;0,14;4;4,4;"Pix";958,1948000000001;155,98520000000002;"06";"04";"2019"
2023-12-03 00:00:00,000;"Mobília";"Sul";3;212,79;0,26;21;4,3;"Pix";472,39379999999994;165,9762;"03";"12";"2023"
2005-06-19 00:00:00,000;"Mobília";"Sul";5;495,96;0,28;14;3,7;"Pix";1785,4559999999997;694,344;"19";"06";"2005"
2022-11-30 00:00:00,000;"Mobília";"Sul";12;90,1;0,29;22;4,3;"Pix";767,65199999999993;313,548;"30";"11";"2022"
2014-01-09 00:00:00,000;"Mobília";"Sul";4;14,53;0,09;20;2;"Pix";52,889199999999995;5,2307999999999995;"09";"01";"2014"
2008-03-31 00:00:00,000;"Mobília";"Sul";9;6,01;0,3;7;4,3;"Pix";37,863;16,227;"31";"03";"2008"
2018-11-02 00:00:00,000;"Mobília";"Sul";14;584,24;0,26;19;3,2;"Pix";6052,7264000000005;2126,6336;"02";"11";"2018"
2005-07-26 00:00:00,000;"Mobília";"Sul";10;101,17;0,19;22;3,3;"Pix";819,477;192,223;"26";"07";"2005"
2025-02-08 00:00:00,000;"Mobília";"Sul";20;10,89;0,26;2;4,2;"Pix";161,172;56,628000000000007;"08";"02";"2025"
2022-10-16 00:00:00,000;"Mobília";"Sul";15;2,24;0,16;19;4,7;"Pix";28,224000000000004;5,3760000000000012;"16";"10";"2022"
2011-09-10 00:00:00,000;"Mobília";"Sul";4;301,44;0,23;19;3,1;"Pix";928,4352;277,3248;"10";"09";"2011"
2012-06-28 00:00:00,000;"Mobília";"Sul";19;3,63;0,02;9;3,6;"Pix";67,5906;1,3794;"28";"06";"2012"
2018-04-12 00:00:00,000;"Mobília";"Sul";10;35,89;0,21;1;4,9;"Pix";283,531;75,369;"12";"04";"2018"
2010-02-01 00:00:00,000;"Mobília";"Sul";25;186,55;0,1;3;3,7;"Pix";4197,375;466,375;"01";"02";"2010"
2020-04-25 00:00:00,000;"Mobília";"Sul";22;57,66;0,06;12;4,8;"Pix";1192,4088;76,1112;"25";"04";"2020"
2013-11-03 00:00:00,000;"Mobília";"Sul";11;3,46;0,07;6;2,6;"Pix";35,3958;2,6642;"03";"11";"2013"
2004-10-20 00:00:00,000;"Mobília";"Sul";2;795,31;0,12;10;3,8;"Pix";1399,7456;190,87439999999998;"20";"10";"2004"
2022-10-18 00:00:00,000;"Mobília";"Sul";27;115,52;0,28;15;3,9;"Pix";2245,7088;873,33120000000008;"18";"10";"2022"
2015-08-27 00:00:00,000;"Mobília";"Sul";28;4,12;0,13;15;3,6;"Pix";100,3632;14,996800000000002;"27";"08";"2015"
2006-09-19 00:00:00,000;"Mobília";"Sul";7;46,95;0,27;20;2,5;"Pix";239,91449999999998;88,7355;"19";"09";"2006"
2017-06-16 00:00:00,000;"Mobília";"Sul";2;533,2;0,17;25;3,5;"Pix";885,11200000000008;181,28800000000004;"16";"06";"2017"
2023-08-12 00:00:00,000;"Mobília";"Sul";12;16,78;0,21;25;4,4;"Pix";159,07440000000003;42,2856;"12";"08";"2023"
2015-06-07 00:00:00,000;"Mobília";"Sul";23;48,81;0,08;28;2,6;"Pix";1032,8196;89,8104;"07";"06";"2015"
2024-11-05 00:00:00,000;"Mobília";"Sul";14;5,33;0,06;3;4,7;"Pix";70,142800000000008;4,4772;"05";"11";"2024"
2011-04-29 00:00:00,000;"Mobília";"Sul";14;6,35;0,07;28;2,7;"Pix";82,676999999999992;6,223;"29";"04";"2011"
2021-01-23 00:00:00,000;"Mobília";"Sul";3;4;0,18;18;3,7;"Pix";9,84;2,16;"23";"01";"2021"
2012-02-09 00:00:00,000;"Mobília";"Sul";7;8,9;0,21;13;4,9;"Pix";49,217000000000006;13,083;"09";"02";"2012"
2011-07-13 00:00:00,000;"Mobília";"Sul";3;505,08;0,01;16;3,9;"Pix";1500,0876;15,1524;"13";"07";"2011"
2008-10-13 00:00:00,000;"Mobília";"Sul";16;51,35;0,02;14;2,8;"Pix";805,168;16,432000000000002;"13";"10";"2008"
2015-10-31 00:00:00,000;"Mobília";"Sul";9;13,96;0,29;15;4,5;"Pix";89,204399999999993;36,4356;"31";"10";"2015"
2017-11-06 00:00:00,000;"Mobília";"Sul";2;2,63;0,09;17;4,4;"Pix";4,7866;0,4734;"06";"11";"2017"
2012-09-08 00:00:00,000;"Mobília";"Sul";2;1097,88;0,06;18;4;"Pix";2064,0144;131,7456;"08";"09";"2012"
2010-11-10 00:00:00,000;"Mobília";"Sul";14;830,61;0,26;3;3,9;"Pix";8605,1196;3023,4204000000004;"10";"11";"2010"
2009-06-12 00:00:00,000;"Mobília";"Sul";10;2,25;0,19;15;2,5;"Pix";18,225;4,275;"12";"06";"2009"
2015-05-18 00:00:00,000;"Mobília";"Sul";29;335,94;0,01;19;3,3;"Pix";9644,8374;97,4226;"18";"05";"2015"
2013-12-23 00:00:00,000;"Mobília";"Sul";7;2,46;0,17;1;4,2;"Pix";14,292599999999998;2,9274;"23";"12";"2013"
2011-07-03 00:00:00,000;"Mobília";"Sul";19;18,13;0,27;3;3,3;"Pix";251,4631;93,0069;"03";"07";"2011"
2025-05-02 00:00:00,000;"Mobília";"Sul";4;674,56;0,3;11;4,5;"Pix";1888,768;809,47199999999987;"02";"05";"2025"
2024-10-15 00:00:00,000;"Mobília";"Sul";22;754,98;0,21;2;2,8;"Pix";13121,5524;3488,0076;"15";"10";"2024"
2019-12-12 00:00:00,000;"Mobília";"Sul";2;6,97;0,21;21;4,4;"Pix";11,012599999999999;2,9274;"12";"12";"2019"
2010-03-06 00:00:00,000;"Mobília";"Sul";12;2,89;0,24;19;3,4;"Pix";26,3568;8,3232;"06";"03";"2010"
2019-04-08 00:00:00,000;"Mobília";"Sul";9;96,76;0,01;14;4,1;"Pix";862,1316;8,708400000000001;"08";"04";"2019"
2011-08-06 00:00:00,000;"Mobília";"Sul";5;63,61;0,19;11;4,7;"Pix";257,6205;60,429500000000004;"06";"08";"2011"
2014-08-04 00:00:00,000;"Mobília";"Sul";15;23,88;0,09;4;4,6;"Pix";325,962;32,238;"04";"08";"2014"
2018-06-10 00:00:00,000;"Mobília";"Sul";7;2,78;0,19;1;4,6;"Pix";15,762599999999999;3,6974;"10";"06";"2018"
2006-12-05 00:00:00,000;"Mobília";"Sul";15;402,85;0,28;7;4,2;"Pix";4350,7800000000007;1691,9700000000003;"05";"12";"2006"
2014-04-13 00:00:00,000;"Mobília";"Sul";4;305,66;0,04;5;4,8;"Pix";1173,7344;48,905600000000007;"13";"04";"2014"
2015-05-11 00:00:00,000;"Mobília";"Sul";9;583,79;0,07;3;2,5;"Pix";4886,3222999999989;367,78770000000003;"11";"05";"2015"
2007-05-03 00:00:00,000;"Mobília";"Sul";3;360,96;0,19;28;4,7;"Pix";877,13279999999986;205,74719999999996;"03";"05";"2007"
2020-09-11 00:00:00,000;"Mobília";"Sul";4;183,66;0,1;6;4,2;"Pix";661,17599999999993;73,464;"11";"09";"2020"
2018-06-17 00:00:00,000;"Mobília";"Sul";2;4,84;0,21;23;3,2;"Pix";7,6472;2,0328;"17";"06";"2018"
2009-07-19 00:00:00,000;"Mobília";"Sul";8;5,4;0,27;1;4,6;"Pix";31,536;11,664000000000001;"19";"07";"2009"
2025-03-05 00:00:00,000;"Mobília";"Sul";6;4,44;0,09;20;3,3;"Pix";24,2424;2,3976;"05";"03";"2025"
2007-07-06 00:00:00,000;"Mobília";"Sul";21;8,04;0,15;1;3,5;"Pix";143,51399999999998;25,325999999999993;"06";"07";"2007"
2017-03-15 00:00:00,000;"Mobília";"Sul";13;8,54;0,09;13;4,4;"Pix";101,02819999999998;9,9918;"15";"03";"2017"
2008-01-22 00:00:00,000;"Mobília";"Sul";7;293,76;0,16;6;4,7;"Pix";1727,3088;329,0112;"22";"01";"2008"
2021-09-08 00:00:00,000;"Mobília";"Sul";2;646,41;0,13;26;3,9;"Pix";1124,7534;168,0666;"08";"09";"2021"
2024-05-03 00:00:00,000;"Mobília";"Sul";7;157,64;0,29;11;3,3;"Pix";783,47079999999994;320,00919999999996;"03";"05";"2024"
2005-11-14 00:00:00,000;"Mobília";"Sul";29;8,09;0,26;12;3,1;"Pix";173,61139999999997;60,9986;"14";"11";"2005"
2022-09-12 00:00:00,000;"Mobília";"Sul";12;2,6;0,28;17;3,5;"Pix";22,464;8,736;"12";"09";"2022"
2023-06-06 00:00:00,000;"Mobília";"Sul";6;91,83;0,06;4;4,8;"Pix";517,9212;33,0588;"06";"06";"2023"
2011-06-04 00:00:00,000;"Mobília";"Sul";2;1012,67;0,1;19;2,2;"Pix";1822,806;202,534;"04";"06";"2011"
2017-08-28 00:00:00,000;"Mobília";"Sul";26;590,2;0,26;25;3,1;"Pix";11355,448;3989,7520000000009;"28";"08";"2017"
2013-05-08 00:00:00,000;"Mobília";"Sul";15;341,47;0,23;17;4,4;"Pix";3943,9785000000006;1178,0715000000002;"08";"05";"2013"
2008-01-21 00:00:00,000;"Mobília";"Sul";3;75,19;0,14;11;4,9;"Pix";193,9902;31,5798;"21";"01";"2008"
2023-12-05 00:00:00,000;"Mobília";"Sul";15;229,85;0,11;17;3,9;"Pix";3068,4975;379,2525;"05";"12";"2023"
2009-07-20 00:00:00,000;"Mobília";"Sul";7;7,87;0,08;27;2,6;"Pix";50,6828;4,4072000000000005;"20";"07";"2009"
2010-05-09 00:00:00,000;"Mobília";"Sul";3;61,95;0,28;27;2,8;"Pix";133,812;52,038000000000011;"09";"05";"2010"
2015-03-10 00:00:00,000;"Mobília";"Sul";7;2,97;0,07;4;4,1;"Pix";19,3347;1,4553000000000003;"10";"03";"2015"
2024-08-19 00:00:00,000;"Mobília";"Sul";14;72,88;0,02;3;4,9;"Pix";999,9136;20,4064;"19";"08";"2024"
2022-12-19 00:00:00,000;"Mobília";"Sul";2;144;0,13;17;3,6;"Pix";250,56;37,44;"19";"12";"2022"
2025-11-13 00:00:00,000;"Mobília";"Sul";5;9,61;0,17;23;4,5;"Pix";39,881499999999996;8,1685;"13";"11";"2025"
2020-06-28 00:00:00,000;"Mobília";"Sul";4;15,87;0,09;2;2,7;"Pix";57,766799999999996;5,7132;"28";"06";"2020"
2017-12-15 00:00:00,000;"Mobília";"Sul";23;1092,88;0,27;24;3;"Pix";18349,4552;6786,7848000000013;"15";"12";"2017"
2026-08-03 00:00:00,000;"Mobília";"Sul";22;449,97;0,1;21;4,3;"Pix";8909,406;989,9340000000002;"03";"08";"2026"
2015-06-19 00:00:00,000;"Mobília";"Sul";3;26,99;0,04;6;3,2;"Pix";77,7312;3,2387999999999995;"19";"06";"2015"
2005-01-17 00:00:00,000;"Mobília";"Sul";21;40,77;0,2;5;3,8;"Pix";684,936;171,23400000000004;"17";"01";"2005"
2024-05-11 00:00:00,000;"Mobília";"Sul";2;213,26;0,14;18;4,3;"Pix";366,80719999999997;59,7128;"11";"05";"2024"
2005-06-02 00:00:00,000;"Mobília";"Sul";12;2,05;0,11;15;3,7;"Pix";21,894;2,7059999999999995;"02";"06";"2005"
2014-09-28 00:00:00,000;"Mobília";"Sul";26;355,89;0,01;13;2,7;"Pix";9160,6086;92,5314;"28";"09";"2014"
2014-05-21 00:00:00,000;"Mobília";"Sul";8;9,09;0,17;8;2,3;"Pix";60,3576;12,362400000000001;"21";"05";"2014"
2021-04-04 00:00:00,000;"Mobília";"Sul";4;150,08;0,04;12;3,9;"Pix";576,30720000000008;24,012800000000002;"04";"04";"2021"
2024-06-23 00:00:00,000;"Mobília";"Sul";17;111,47;0,3;26;4,5;"Pix";1326,493;568,497;"23";"06";"2024"
2013-04-05 00:00:00,000;"Mobília";"Sul";2;5,47;0,07;10;4,4;"Pix";10,174199999999999;0,7658;"05";"04";"2013"
2010-09-13 00:00:00,000;"Mobília";"Sul";9;56,27;0,04;3;4,7;"Pix";486,17280000000005;20,257200000000005;"13";"09";"2010"
2007-05-27 00:00:00,000;"Mobília";"Sul";4;93,7;0,2;25;3,1;"Pix";299,84000000000003;74,960000000000008;"27";"05";"2007"
2020-11-12 00:00:00,000;"Mobília";"Sul";11;24,87;0,15;19;3,4;"Pix";232,5345;41,0355;"12";"11";"2020"
2019-04-03 00:00:00,000;"Mobília";"Sul";28;183,98;0,14;3;4,5;"Pix";4430,2383999999993;721,2016;"03";"04";"2019"
2025-04-13 00:00:00,000;"Mobília";"Sul";15;26,92;0,05;19;2,7;"Pix";383,61;20,19;"13";"04";"2025"
2006-05-06 00:00:00,000;"Mobília";"Sul";17;379,83;0,25;6;3,7;"Pix";4842,8325;1614,2775;"06";"05";"2006"
2021-01-22 00:00:00,000;"Mobília";"Sul";3;475,49;0,24;24;1,4;"Pix";1084,1172000000001;342,3528;"22";"01";"2021"
2011-07-18 00:00:00,000;"Mobília";"Sul";6;802,79;0,11;12;4,8;"Pix";4286,8985999999995;529,8414;"18";"07";"2011"
2005-12-30 00:00:00,000;"Mobília";"Sul";2;710,91;0,15;4;2,7;"Pix";1208,547;213,273;"30";"12";"2005"
2024-05-12 00:00:00,000;"Mobília";"Sul";16;2,08;0,06;5;3,4;"Pix";31,2832;1,9968;"12";"05";"2024"
2011-10-05 00:00:00,000;"Mobília";"Sul";5;25,53;0,19;1;3,9;"Pix";103,3965;24,253500000000003;"05";"10";"2011"
2009-12-25 00:00:00,000;"Mobília";"Sul";7;2;0,09;27;2,7;"Pix";12,74;1,26;"25";"12";"2009"
2018-02-23 00:00:00,000;"Mobília";"Sul";7;4,66;0,29;19;4,5;"Pix";23,160200000000003;9,4598;"23";"02";"2018"
2013-06-19 00:00:00,000;"Mobília";"Sul";15;10,19;0,28;2;2,2;"Pix";110,05199999999999;42,798;"19";"06";"2013"
2008-08-25 00:00:00,000;"Mobília";"Sul";9;280,15;0,14;5;4,3;"Pix";2168,361;352,98900000000003;"25";"08";"2008"
2019-12-04 00:00:00,000;"Mobília";"Sul";5;15,53;0,25;18;3,7;"Pix";58,2375;19,412499999999998;"04";"12";"2019"
2026-07-13 00:00:00,000;"Mobília";"Sul";17;131,37;0,06;2;4,7;"Pix";2099,2926;133,9974;"13";"07";"2026"
2007-03-23 00:00:00,000;"Mobília";"Sul";4;621,36;0,27;15;2,2;"Pix";1814,3712;671,0688;"23";"03";"2007"
2008-06-12 00:00:00,000;"Mobília";"Sul";5;14,29;0,17;4;4,4;"Pix";59,3035;12,1465;"12";"06";"2008"
2015-08-30 00:00:00,000;"Mobília";"Sul";6;48,13;0,06;5;3,6;"Pix";271,45320000000004;17,3268;"30";"08";"2015"
2006-06-12 00:00:00,000;"Mobília";"Sul";8;448,62;0,13;20;4;"Pix";3122,3952;466,56480000000005;"12";"06";"2006"
2005-01-06 00:00:00,000;"Mobília";"Sul";6;35,43;0,28;28;3,2;"Pix";153,05759999999998;59,522400000000005;"06";"01";"2005"
2006-11-30 00:00:00,000;"Mobília";"Sul";4;133,44;0,12;15;3;"Pix";469,7088;64,0512;"30";"11";"2006"
2026-06-24 00:00:00,000;"Mobília";"Sul";3;2,68;0,2;8;2,2;"Pix";6,432;1,608;"24";"06";"2026"
2012-01-16 00:00:00,000;"Mobília";"Sul";11;7,77;0,29;23;4,6;"Pix";60,6837;24,786299999999997;"16";"01";"2012"
2020-04-03 00:00:00,000;"Mobília";"Sul";23;5,14;0,2;28;4,5;"Pix";94,576000000000008;23,644000000000002;"03";"04";"2020"
2009-07-26 00:00:00,000;"Mobília";"Sul";27;156,77;0,16;8;4;"Pix";3555,5436;677,2464;"26";"07";"2009"
2011-04-07 00:00:00,000;"Mobília";"Sul";29;388,9;0,06;1;2,9;"Pix";10601,413999999999;676,68599999999992;"07";"04";"2011"
2010-11-03 00:00:00,000;"Mobília";"Sul";8;31,59;0,16;24;3,9;"Pix";212,2848;40,4352;"03";"11";"2010"
2016-11-30 00:00:00,000;"Mobília";"Sul";6;1065,56;0,24;15;2,9;"Pix";4858,9536;1534,4063999999998;"30";"11";"2016"
2004-02-22 00:00:00,000;"Mobília";"Sul";5;104,25;0,05;1;1,4;"Pix";495,1875;26,0625;"22";"02";"2004"
2019-05-09 00:00:00,000;"Mobília";"Sul";26;3,01;0,21;26;3,4;"Pix";61,825399999999995;16,434599999999996;"09";"05";"2019"
2004-03-06 00:00:00,000;"Mobília";"Sul";6;2,51;0,25;8;2,3;"Pix";11,294999999999998;3,7649999999999997;"06";"03";"2004"
2018-03-18 00:00:00,000;"Mobília";"Sul";3;17,52;0,03;13;2,8;"Pix";50,9832;1,5768;"18";"03";"2018"
2013-10-12 00:00:00,000;"Mobília";"Sul";8;2,76;0,12;1;2,6;"Pix";19,4304;2,6495999999999995;"12";"10";"2013"
2012-01-05 00:00:00,000;"Mobília";"Sul";15;2,84;0,19;25;3,7;"Pix";34,506;8,094;"05";"01";"2012"
2024-09-06 00:00:00,000;"Mobília";"Sul";5;17,61;0,2;7;4,8;"Pix";70,44;17,61;"06";"09";"2024"
2012-09-03 00:00:00,000;"Mobília";"Sul";2;55,61;0,17;1;4,4;"Pix";92,3126;18,907400000000003;"03";"09";"2012"
2016-07-12 00:00:00,000;"Mobília";"Sul";2;251,05;0,23;21;1;"Pix";386,617;115,483;"12";"07";"2016"
2018-11-16 00:00:00,000;"Mobília";"Sul";18;554,29;0,09;1;4,3;"Pix";9079,270199999999;897,94979999999987;"16";"11";"2018"
2016-02-10 00:00:00,000;"Mobília";"Sul";3;16,53;0,05;1;4;"Pix";47,1105;2,4795000000000003;"10";"02";"2016"
2011-09-02 00:00:00,000;"Mobília";"Sul";10;682,44;0,06;20;4,6;"Pix";6414,936;409,46400000000006;"02";"09";"2011"
2011-10-17 00:00:00,000;"Mobília";"Sul";23;125,09;0,28;13;3,3;"Pix";2071,4903999999997;805,57960000000014;"17";"10";"2011"
2009-11-02 00:00:00,000;"Mobília";"Sul";6;2,25;0,18;5;4;"Pix";11,07;2,4299999999999997;"02";"11";"2009"
2007-12-03 00:00:00,000;"Mobília";"Sul";11;5,6;0,15;1;2,9;"Pix";52,36;9,24;"03";"12";"2007"
2014-03-31 00:00:00,000;"Mobília";"Sul";23;15,85;0,26;17;4,3;"Pix";269,767;94,783000000000015;"31";"03";"2014"
2013-02-01 00:00:00,000;"Mobília";"Sul";3;52,03;0,2;20;3,3;"Pix";124,87200000000001;31,218000000000004;"01";"02";"2013"
2025-04-07 00:00:00,000;"Mobília";"Sul";23;16,12;0,26;14;4;"Pix";274,36240000000004;96,397600000000011;"07";"04";"2025"
2017-06-29 00:00:00,000;"Mobília";"Sul";15;82,83;0,1;3;3,2;"Pix";1118,205;124,24499999999999;"29";"06";"2017"
2006-02-11 00:00:00,000;"Mobília";"Sul";3;4,83;0,2;5;4,3;"Pix";11,591999999999999;2,898;"11";"02";"2006"
2016-04-10 00:00:00,000;"Mobília";"Sul";4;146,15;0,17;16;3,6;"Pix";485,218;99,382;"10";"04";"2016"
2015-08-12 00:00:00,000;"Mobília";"Sul";6;14,77;0,05;3;3,7;"Pix";84,189;4,431;"12";"08";"2015"
2014-07-28 00:00:00,000;"Mobília";"Sul";4;72,23;0,07;23;2,6;"Pix";268,6956;20,224400000000003;"28";"07";"2014"
2016-11-30 00:00:00,000;"Mobília";"Sul";17;638,38;0,04;20;4,9;"Pix";10418,3616;434,09839999999997;"30";"11";"2016"
2010-05-07 00:00:00,000;"Mobília";"Sul";7;9;0,06;1;4;"Pix";59,220000000000006;3,7800000000000002;"07";"05";"2010"
2007-07-27 00:00:00,000;"Mobília";"Sul";14;3,79;0,17;9;3,5;"Pix";44,0398;9,0202;"27";"07";"2007"
2024-01-04 00:00:00,000;"Mobília";"Sul";18;14,21;0,26;11;2,9;"Pix";189,2772;66,502800000000008;"04";"01";"2024"
2020-12-05 00:00:00,000;"Mobília";"Sul";3;913,65;0,11;1;3,2;"Pix";2439,4455;301,5045;"05";"12";"2020"
2013-11-15 00:00:00,000;"Mobília";"Sul";20;711,83;0,05;10;3,4;"Pix";13524,77;711,83;"15";"11";"2013"
2019-02-11 00:00:00,000;"Mobília";"Sul";16;8,75;0,08;6;4,3;"Pix";128,8;11,200000000000001;"11";"02";"2019"
2016-06-13 00:00:00,000;"Mobília";"Sul";27;10,89;0,12;6;3,9;"Pix";258,74640000000005;35,2836;"13";"06";"2016"
2015-05-06 00:00:00,000;"Mobília";"Sul";6;39,53;0,27;22;4,4;"Pix";173,1414;64,0386;"06";"05";"2015"
