ID do PEDIDO;DATA DO PEDIDO;fk_tbclientes_id_cliente;CaTeGoRiA Produto;nm_regiao;qtd.;Preço Unitário (R$);dixconto;método-pagamento;dias_para_entrega;nr_estrelas_cliente
58364;6/24/2018;4211;Pets;Centro-Oeste;11;34.27;0.05;pix;6;3.4
36091;08/07/2013;1996;Beleza e Cosméticos;Norte;7;93.91;0.28;pix;21;2.0
50613;02/07/2005;4614;Pets;Sudeste;3;3.9;0.1;pix;28;3.7
108538;2/26/2023;2180;Mobília;Norte;14;24.79;0.07;crédito;11;4.4
71828;10/27/2013;2438;Pets;Sudeste;16;371.79;0.21;pix;1;4.5
75341;12/24/2004;4829;Roupas e Acessórios;Sul;3;37.5;0.22;boleto;5;3.8
47410;7/25/2017;6401;Beleza e Cosméticos;Centro-Oeste;17;57.72;0.21;pix;20;5.0
110441;10/31/2024;3099;Eletrônicos;Sudeste;4;9.67;0.16;débito;6;3.3
64986;11/14/2007;3079;Pets;Sudeste;6;19.21;0.07;boleto;4;3.6
35374;01/10/2015;6189;Saúde;Nordeste;5;8.87;0.14;crédito;13;4.2
29114;7/28/2017;3558;Automotivo;Sul;23;12.45;0.3;pix;1;3.0
75058;7/23/2009;5755;Casa;Sudeste;22;162.37;0.05;pix;14;4.6
23196;10/08/2008;4853;Roupas e Acessórios;Sudeste;2;19.87;0.21;pix;8;3.3
42445;11/30/2019;2186;Eletrônicos;Sul;14;62.19;0.07;débito;15;4.1
69599;11/28/2011;6936;Eletrônicos;Nordeste;4;125.51;0.13;boleto;7;2.2
42902;8/13/2011;3980;Casa;Sul;19;62.06;0.15;crédito;16;3.0
103766;05/06/2021;6434;Grocery;Sudeste;1;450.03;0.16;boleto;9;3.4
20537;9/27/2014;2805;Brinquedos;Norte;11;31.69;0.21;boleto;12;3.5
94614;2/23/2023;1561;Automotivo;Sudeste;7;2.21;0.17;pix;16;4.1
12860;2/17/2014;1687;Casa;Sudeste;4;551.34;0.13;pix;9;2.9
77751;5/29/2025;5209;Eletrônicos;Nordeste;1;169.88;0.04;pix;2;4.2
40726;5/21/2016;6998;Beleza e Cosméticos;Sul;3;275.37;0.11;pix;10;4.0
26351;11/28/2011;6600;Livros;Sul;1;4.4;0.03;pix;19;5.0
13052;01/11/2008;1145;Eletrônicos;Centro-Oeste;3;237.99;0.22;pix;2;2.8
50551;9/30/2018;5222;Roupas e Acessórios;Sul;14;126.45;0.26;boleto;14;3.7
34435;11/19/2015;4924;Eletrônicos;Nordeste;3;173.55;0.2;boleto;24;3.2
111202;4/20/2019;2057;Saúde;Sul;24;213.37;0.07;débito;10;5.0
44969;9/29/2008;3668;Automotivo;Norte;2;127.07;0.22;pix;15;3.1
28849;08/07/2022;4000;Esportes;Sudeste;10;52.71;0.03;boleto;3;5.0
63755;1/17/2025;1261;Brinquedos;Nordeste;6;140.88;0.23;débito;9;5.0
97943;09/12/2016;6013;Casa;Norte;6;168.85;0.13;débito;10;4.6
14914;9/26/2017;1546;Roupas e Acessórios;Sul;7;151.89;0.27;pix;3;2.0
38299;8/17/2006;4262;Esportes;Centro-Oeste;19;23.28;0.13;pix;22;1.8
30549;01/01/2015;1990;Brinquedos;Sudeste;7;12.88;0.03;débito;6;3.1
103923;7/23/2014;4365;Esportes;Nordeste;14;25.3;0.04;pix;19;5.0
76013;1/17/2019;6985;Pets;Sul;10;936.64;0.25;crédito;6;3.0
104544;02/07/2012;6135;Grocery;Nordeste;9;340.43;0.13;pix;19;4.4
14252;10/04/2012;1628;Roupas e Acessórios;Nordeste;2;502.0;0.05;pix;5;3.2
100834;9/24/2017;5064;Roupas e Acessórios;Nordeste;13;315.18;0.3;boleto;22;3.9
15573;9/25/2017;4066;Casa;Nordeste;5;2.27;0.21;débito;2;3.6
112684;07/05/2014;1838;Roupas e Acessórios;Centro-Oeste;10;1023.77;0.26;boleto;10;3.8
102725;6/15/2023;4890;Eletrônicos;Nordeste;1;264.87;0.02;boleto;6;5.0
62558;09/12/2004;4301;Roupas e Acessórios;Sul;17;526.04;0.04;boleto;4;3.9
10227;4/19/2022;1555;Roupas e Acessórios;Sudeste;3;68.61;0.11;pix;1;4.0
67793;4/29/2011;3792;Grocery;Nordeste;2;43.49;0.19;crédito;15;3.8
107372;6/15/2016;2583;Pets;Norte;11;87.41;0.14;crédito;24;2.3
55122;11/12/2009;4774;Brinquedos;Nordeste;1;45.96;0.21;crédito;6;4.3
113625;10/11/2012;6084;Eletrônicos;Sudeste;11;501.76;0.27;débito;6;4.0
46133;3/31/2015;1563;Casa;Nordeste;4;38.62;0.24;pix;4;4.8
71773;7/25/2023;6637;Saúde;Norte;4;150.91;0.15;pix;7;3.8
33003;8/27/2016;1080;Grocery;Centro-Oeste;7;10.94;0.24;boleto;18;3.1
40654;2/14/2011;3129;Grocery;Nordeste;15;32.64;0.3;boleto;8;4.3
107220;5/31/2009;1939;Livros;Centro-Oeste;15;88.46;0.17;pix;23;3.3
107124;9/21/2020;4993;Esportes;Nordeste;25;73.38;0.1;boleto;3;3.1
13561;8/14/2005;1766;Eletrônicos;Sul;5;207.09;0.09;pix;6;4.5
47623;9/28/2019;6769;Eletrônicos;Sudeste;15;11.21;0.05;débito;6;3.9
29498;01/06/2024;6985;Beleza e Cosméticos;Nordeste;18;2.96;0.3;pix;8;4.0
62837;06/04/2008;1404;Beleza e Cosméticos;Centro-Oeste;7;99.97;0.23;boleto;20;4.9
20290;4/30/2006;5561;Saúde;Sul;3;11.02;0.19;pix;3;4.0
34769;11/30/2006;4577;Casa;Sudeste;6;903.69;0.19;débito;22;4.5
84092;9/29/2005;6560;Eletrônicos;Nordeste;21;97.74;0.13;pix;16;5.0
44994;10/26/2010;1031;Saúde;Sudeste;13;51.22;0.13;crédito;1;4.9
110792;04/05/2010;4134;Roupas e Acessórios;Sudeste;7;7.51;0.27;crédito;7;2.8
44186;3/27/2022;2447;Casa;Sul;4;9.36;0.15;crédito;10;4.3
14032;11/02/2015;1067;Roupas e Acessórios;Sudeste;5;61.1;0.22;pix;2;2.3
77791;4/15/2012;2055;Roupas e Acessórios;Sudeste;22;814.2;0.07;pix;5;2.9
14705;8/21/2020;1665;Eletrônicos;Sul;4;370.65;0.33;débito;1;2.3
75416;10/01/2020;5124;Esportes;Centro-Oeste;4;387.84;0.15;débito;24;3.1
36553;07/10/2018;3972;Beleza e Cosméticos;Sudeste;6;39.39;0.03;pix;18;2.5
17053;02/11/2025;5240;Esportes;Centro-Oeste;11;742.07;0.3;pix;15;4.1
82364;10/28/2014;4202;Livros;Sudeste;26;4.04;0.19;crédito;13;2.5
11621;1/19/2010;1875;Casa;Sudeste;6;155.09;0.26;débito;11;1.6
22383;7/23/2008;3778;Automotivo;Sul;27;2.56;0.28;débito;1;3.4
85156;3/14/2023;4481;Grocery;Norte;5;12.15;0.15;crédito;17;2.6
10583;6/27/2006;1876;Eletrônicos;Sul;2;429.74;0.05;débito;1;2.6
70549;3/23/2016;1875;Beleza e Cosméticos;Sul;3;452.89;0.3;pix;14;4.7
105666;8/22/2020;4049;Esportes;Norte;11;2.1;0.02;pix;17;4.5
50175;7/27/2006;3401;Saúde;Nordeste;7;4.27;0.18;pix;12;3.3
78802;11/26/2004;1098;Saúde;Sul;19;1038.74;0.11;crédito;11;2.5
72178;11/17/2013;5676;Livros;Sudeste;5;810.82;0.08;débito;10;5.0
90531;11/04/2021;2105;Eletrônicos;Sul;2;34.96;0.04;pix;13;3.4
85606;04/08/2016;3114;Grocery;Nordeste;6;15.34;0.04;crédito;2;3.2
20491;4/16/2023;3558;Automotivo;Centro-Oeste;16;513.07;0.3;pix;17;5.0
28404;2/20/2016;6883;Esportes;Sudeste;1;167.46;0.2;pix;26;3.6
14237;5/13/2025;1758;Casa;Centro-Oeste;2;372.56;0.06;débito;1;1.4
106152;08/07/2013;2710;Grocery;Sudeste;20;493.74;0.14;pix;1;3.8
99559;03/05/2013;1514;Casa;Sudeste;1;75.0;0.09;boleto;14;3.0
104109;12/26/2008;3529;Saúde;Sul;6;23.91;0.24;boleto;5;4.3
92584;08/07/2006;1437;Brinquedos;Sudeste;28;27.78;0.26;pix;15;4.7
22975;05/11/2019;6760;Saúde;Sudeste;11;2.61;0.09;boleto;26;3.4
36388;1/21/2012;2231;Eletrônicos;Sul;2;754.28;0.22;pix;26;2.1
84508;09/04/2017;5061;Saúde;Sul;18;307.59;0.04;pix;13;4.2
23397;11/06/2015;3607;Automotivo;Sul;4;2.21;0.3;pix;17;5.0
58789;10/05/2012;6603;Grocery;Norte;3;87.97;0.08;crédito;25;1.8
80839;5/31/2005;1494;Brinquedos;Norte;2;10.01;0.02;boleto;26;3.8
50189;10/31/2016;5805;Casa;Sul;25;39.72;0.09;débito;17;4.4
70027;9/18/2013;6575;Saúde;Nordeste;6;14.04;0.25;crédito;12;2.5
72778;5/15/2023;6854;Casa;Sudeste;3;634.7;0.02;crédito;17;3.2
20396;12/21/2020;5831;Casa;Nordeste;5;108.07;0.02;pix;5;3.2
74863;03/12/2023;6334;Pets;Sudeste;10;44.36;0.3;boleto;4;3.6
88154;3/18/2022;4365;Saúde;Sul;20;6.96;0.04;pix;21;3.1
105657;7/18/2006;6064;Casa;Centro-Oeste;4;72.92;0.08;boleto;23;3.0
87777;7/20/2004;4183;Beleza e Cosméticos;Centro-Oeste;3;132.46;0.2;pix;4;2.4
15159;9/18/2024;1638;Mobília;Centro-Oeste;7;501.23;0.02;crédito;28;3.0
73915;11/30/2010;6818;Automotivo;Sul;25;11.82;0.3;pix;7;4.2
89207;12/21/2022;6124;Roupas e Acessórios;Sul;1;75.64;0.14;boleto;24;2.8
90751;12/26/2007;2629;Roupas e Acessórios;Centro-Oeste;5;347.0;0.14;pix;15;3.7
30997;7/16/2014;1519;Casa;Centro-Oeste;14;970.23;0.1;crédito;24;3.9
71850;10/22/2013;5788;Beleza e Cosméticos;Norte;2;42.84;0.28;pix;23;3.7
83423;6/19/2013;5950;Livros;Norte;11;20.98;0.16;pix;20;2.6
58371;7/28/2014;4509;Mobília;Nordeste;7;29.5;0.25;débito;24;2.0
53478;3/22/2013;2509;Saúde;Sul;3;2.41;0.3;boleto;13;3.2
41387;08/01/2004;3030;Pets;Sul;1;219.93;0.01;crédito;9;3.7
52538;01/11/2023;1962;Livros;Sudeste;1;2.99;0.19;pix;20;3.0
107137;12/24/2021;4378;Grocery;Sul;19;338.84;0.06;débito;2;1.8
44587;7/19/2021;3927;Brinquedos;Nordeste;18;58.3;0.19;crédito;15;3.5
79989;1/21/2019;2759;Grocery;Sul;5;2.55;0.16;pix;15;4.0
108163;10/31/2004;1645;Automotivo;Norte;1;3.24;0.06;pix;2;4.5
72908;5/29/2012;3072;Esportes;Sudeste;18;70.99;0.09;pix;27;3.8
48598;1/21/2020;1495;Automotivo;Sul;16;2.24;0.2;pix;25;3.6
40434;10/26/2021;1505;Roupas e Acessórios;Nordeste;3;123.62;0.15;pix;1;4.2
82536;08/09/2016;5497;Casa;Sul;2;470.45;0.07;crédito;9;4.3
73899;02/07/2010;4817;Mobília;Nordeste;10;506.95;0.23;crédito;1;4.7
66111;01/11/2009;6743;Livros;Nordeste;6;80.55;0.24;crédito;9;1.0
86289;09/05/2011;5731;Grocery;Sul;10;265.02;0.25;débito;6;3.4
103387;10/26/2007;3466;Pets;Sudeste;18;32.14;0.23;pix;4;4.6
11779;01/06/2011;1804;Roupas e Acessórios;Nordeste;6;191.96;0.07;pix;2;2.2
19879;5/14/2020;6514;Roupas e Acessórios;Sudeste;3;208.74;0.13;boleto;26;4.4
75854;11/16/2011;5824;Eletrônicos;Sudeste;1;45.54;0.18;boleto;3;4.5
50338;4/13/2013;5984;Automotivo;Sul;14;1041.97;0.29;débito;17;3.5
73500;6/30/2014;4014;Eletrônicos;Sul;9;197.83;0.14;crédito;23;4.4
86157;12/20/2011;1810;Casa;Sul;17;6.16;0.13;crédito;4;4.2
35323;4/28/2012;3367;Roupas e Acessórios;Centro-Oeste;2;6.57;0.27;pix;1;3.4
12812;07/11/2010;1357;Eletrônicos;Nordeste;2;245.05;0.34;pix;5;1.9
42580;1/30/2020;1925;Saúde;Sul;26;8.02;0.18;débito;7;3.4
28959;12/03/2013;3195;Casa;Sudeste;12;264.83;0.28;débito;11;4.1
42935;04/01/2004;2601;Eletrônicos;Nordeste;17;35.33;0.22;crédito;6;3.4
81210;02/06/2016;6718;Roupas e Acessórios;Nordeste;21;198.09;0.14;pix;23;2.8
109980;11/11/2008;1389;Beleza e Cosméticos;Norte;2;11.13;0.19;pix;6;3.5
95100;5/28/2012;4434;Roupas e Acessórios;Norte;8;32.26;0.21;crédito;25;3.9
54587;4/19/2024;1344;Roupas e Acessórios;Sudeste;19;406.89;0.03;boleto;7;3.9
95467;07/05/2023;2585;Casa;Sul;4;33.82;0.18;crédito;6;3.2
100208;6/23/2015;2940;Mobília;Sul;1;44.85;0.29;pix;10;4.7
98413;7/18/2022;5198;Eletrônicos;Norte;18;86.41;0.21;crédito;10;2.7
107941;1/28/2015;2018;Automotivo;Sul;4;3.37;0.28;boleto;25;4.0
93969;1/22/2005;5743;Eletrônicos;Nordeste;5;102.37;0.28;boleto;5;4.1
47414;6/18/2013;1263;Eletrônicos;Norte;12;28.82;0.19;boleto;10;3.1
69579;2/21/2015;6178;Beleza e Cosméticos;Sudeste;13;2.52;0.11;PIX;17;3.2
79861;04/01/2026;3879;Pets;Sul;6;3.98;0.26;PIX;4;2.3
47763;6/22/2012;2508;Esportes;Sul;26;258.94;0.29;Boleto;14;3.9
70688;09/03/2019;6132;Eletrônicos;Sul;20;85.05;0.23;PIX;24;4.3
30951;07/11/2015;4928;Grocery;Nordeste;3;3.97;0.25;PIX;7;3.7
36057;12/06/2019;6993;Casa;Centro-Oeste;3;198.62;0.19;Crédito;26;3.4
85122;11/12/2004;3121;Saúde;Sul;12;4.85;0.25;Crédito;2;3.5
65117;08/03/2004;1014;Pets;Sul;4;4.04;0.08;Débito;26;3.4
109759;01/07/2020;3537;Eletrônicos;Centro-Oeste;12;213.42;0.26;PIX;1;5.0
92854;10/06/2009;6680;Casa;Sul;10;19.52;0.16;Boleto;2;3.9
75106;1/30/2012;2296;Automotivo;Sul;1;19.33;0.09;Crédito;28;2.4
30191;10/19/2015;5850;Mobília;Sul;8;1034.5;0.11;Crédito;21;4.5
99859;10/21/2024;1410;Eletrônicos;Sul;22;482.25;0.06;PIX;12;3.8
111791;10/26/2019;2893;Brinquedos;Sudeste;4;286.59;0.12;PIX;2;3.7
31639;8/18/2022;4708;Beleza e Cosméticos;Sudeste;7;6.62;0.14;Crédito;11;5.0
40005;10/31/2020;5120;Eletrônicos;Centro-Oeste;2;41.74;0.12;Boleto;2;1.9
85982;1/14/2026;4543;Grocery;Sul;11;983.57;0.17;Boleto;1;5.0
63256;8/21/2025;2196;Grocery;Centro-Oeste;6;2.28;0.09;PIX;26;3.0
50141;3/13/2014;2483;Casa;Sul;20;13.22;0.16;Boleto;10;3.9
107533;08/04/2004;4943;Saúde;Nordeste;7;203.79;0.22;PIX;4;4.6
87348;04/11/2015;6207;Roupas e Acessórios;Sudeste;2;347.0;0.04;Boleto;10;5.0
43916;12/22/2006;3128;Casa;Norte;14;435.21;0.1;Boleto;3;2.6
22034;05/07/2016;6400;Mobília;Sul;5;4.78;0.07;Boleto;21;4.0
75254;11/28/2018;5356;Roupas e Acessórios;Nordeste;3;61.14;0.19;Boleto;10;4.6
78217;4/13/2019;3678;Mobília;Sudeste;18;411.0;0.11;Crédito;14;4.1
52863;4/30/2007;2691;Roupas e Acessórios;Nordeste;29;5.35;0.19;PIX;22;3.1
99961;11/30/2021;6978;Saúde;Nordeste;9;804.3;0.12;PIX;2;4.0
62517;7/30/2008;6434;Eletrônicos;Sul;9;330.55;0.29;PIX;24;4.0
88727;4/24/2012;5577;Livros;Nordeste;8;22.73;0.14;Crédito;28;3.7
104179;10/10/2007;4389;Mobília;Sul;14;3.46;0.07;Débito;23;4.0
58613;3/30/2007;5311;Saúde;Centro-Oeste;4;109.02;0.04;PIX;17;3.4
86756;1/26/2017;4343;Grocery;Sudeste;1;6.19;0.09;Débito;1;1.6
88609;4/24/2007;2116;Beleza e Cosméticos;Sudeste;17;11.95;0.12;Crédito;1;4.2
33464;02/05/2024;3588;Casa;Nordeste;6;4.86;0.27;Débito;8;2.5
85182;4/13/2011;4852;Grocery;Sul;1;1075.74;0.06;Boleto;28;3.1
102109;10/04/2014;5050;Eletrônicos;Sul;3;120.85;0.24;Crédito;19;3.0
37600;06/12/2009;2486;Mobília;Sul;10;2.25;0.19;PIX;15;2.5
77476;07/04/2018;4932;Casa;Centro-Oeste;16;2.73;0.04;PIX;2;3.7
50555;6/30/2008;6800;Livros;Sudeste;1;95.82;0.04;PIX;14;5.0
88457;12/06/2013;2851;Beleza e Cosméticos;Sudeste;2;2.31;0.11;Boleto;24;2.8
73165;09/12/2009;3213;Roupas e Acessórios;Sul;3;3.07;0.22;PIX;27;3.8
50396;5/17/2012;5383;Beleza e Cosméticos;Sul;27;783.17;0.08;Crédito;26;2.5
73935;10/16/2023;3919;Roupas e Acessórios;Sudeste;2;42.26;0.05;Débito;28;1.6
30692;09/02/2016;2302;Esportes;Sudeste;2;12.12;0.11;Débito;8;4.3
21462;6/30/2021;5770;Grocery;Centro-Oeste;1;20.27;0.15;PIX;16;3.7
58790;12/21/2025;4078;Esportes;Centro-Oeste;18;10.26;0.11;Boleto;2;3.7
49306;10/17/2007;4165;Grocery;Sul;8;5.13;0.22;PIX;4;3.1
11776;1/13/2007;1395;Roupas e Acessórios;Centro-Oeste;1;487.2;0.01;PIX;1;2.3
64824;7/24/2014;2522;Pets;Sul;9;20.59;0.08;Débito;14;4.7
70980;9/17/2005;3643;Casa;Centro-Oeste;8;104.36;0.11;PIX;6;5.0
16683;11/07/2020;1864;Eletrônicos;Centro-Oeste;8;9.31;0.05;PIX;12;4.3
105957;12/27/2017;2193;Livros;Sudeste;1;11.35;0.24;Crédito;4;3.6
42947;07/05/2007;1881;Mobília;Nordeste;1;17.28;0.04;Boleto;19;3.9
52008;6/15/2024;1999;Saúde;Sul;18;3.89;0.3;Débito;24;3.5
57410;7/24/2010;1022;Mobília;Nordeste;15;4.02;0.09;Débito;22;3.8
82641;8/13/2008;2492;Brinquedos;Sudeste;23;3.95;0.19;Crédito;13;4.2
106335;10/03/2011;6708;Livros;Centro-Oeste;3;4.72;0.09;PIX;10;3.0
109449;02/02/2007;6220;Esportes;Sul;1;6.17;0.05;Débito;1;3.2
79248;08/04/2005;4587;Roupas e Acessórios;Centro-Oeste;9;174.4;0.21;PIX;2;5.0
98872;7/18/2015;4396;Beleza e Cosméticos;Sudeste;21;713.73;0.17;Débito;4;4.0
107991;03/11/2015;6379;Grocery;Sudeste;16;34.49;0.2;Crédito;24;3.6
87724;09/11/2007;3841;Pets;Sudeste;1;43.45;0.14;PIX;27;3.5
73664;03/03/2012;4941;Saúde;Nordeste;7;132.5;0.28;PIX;26;3.0
84898;08/08/2025;5385;Livros;Sul;12;29.2;0.25;PIX;3;3.3
110101;12/16/2020;2780;Livros;Sudeste;12;154.38;0.05;PIX;4;5.0
34202;11/29/2014;2746;Eletrônicos;Nordeste;2;350.17;0.06;Débito;4;5.0
15283;02/03/2006;5179;Casa;Nordeste;22;7.32;0.03;PIX;16;4.1
17642;7/23/2007;5098;Eletrônicos;Sul;11;2.01;0.29;PIX;15;4.4
29591;4/26/2015;4761;Grocery;Centro-Oeste;20;701.95;0.11;Crédito;2;4.8
92329;01/04/2008;1901;Beleza e Cosméticos;Sul;1;10.52;0.09;Boleto;2;4.0
100236;11/11/2016;6504;Roupas e Acessórios;Sudeste;25;102.08;0.09;Crédito;4;4.7
65350;05/01/2015;4723;Esportes;Sul;11;110.82;0.1;PIX;2;2.8
92010;10/06/2010;1812;Esportes;Sudeste;17;414.33;0.19;PIX;21;3.5
33160;03/07/2018;1946;Pets;Sul;1;44.24;0.05;Débito;27;3.6
43769;09/06/2021;5019;Livros;Nordeste;16;19.58;0.06;Crédito;4;5.0
30698;2/18/2018;6432;Esportes;Norte;3;11.81;0.22;Boleto;27;2.7
74750;9/23/2008;3478;Beleza e Cosméticos;Centro-Oeste;8;6.02;0.09;Crédito;16;4.7
42942;10/01/2013;4645;Pets;Sudeste;11;4.58;0.27;Débito;3;5.0
34128;3/29/2026;5314;Beleza e Cosméticos;Sul;10;5.27;0.1;Débito;11;4.5
40095;10/12/2004;5215;Roupas e Acessórios;Sul;1;17.45;0.12;Boleto;25;3.5
111959;08/09/2018;1433;Pets;Nordeste;7;993.31;0.25;PIX;3;3.6
30180;11/22/2012;4446;Saúde;Nordeste;5;89.21;0.28;PIX;17;3.0
108788;7/26/2004;4014;Eletrônicos;Nordeste;3;10.42;0.25;PIX;8;3.5
102767;01/12/2024;5892;Esportes;Sul;2;10.09;0.2;PIX;5;4.7
106344;01/09/2019;1160;Roupas e Acessórios;Sul;29;341.54;0.15;PIX;12;4.8
68224;5/27/2006;2719;Esportes;Centro-Oeste;7;1000.36;0.17;Crédito;3;2.2
22487;2/13/2018;4170;Roupas e Acessórios;Nordeste;9;39.58;0.06;PIX;28;4.7
40297;1/13/2006;3179;Casa;Nordeste;2;391.22;0.2;Crédito;25;2.5
54966;11/06/2014;6392;Casa;Norte;6;193.42;0.03;Débito;2;3.3
32716;12/11/2021;3416;Grocery;Sudeste;28;62.24;0.28;Crédito;2;3.7
106703;07/03/2014;3495;Casa;Nordeste;4;12.47;0.22;PIX;18;4.7
85054;4/30/2020;6224;Eletrônicos;Nordeste;1;14.67;0.14;Boleto;1;4.5
109732;3/29/2013;4726;Eletrônicos;Sul;1;396.89;0.1;Boleto;19;4.8
80596;7/21/2025;5130;Roupas e Acessórios;Sudeste;1;87.84;0.02;Débito;11;4.3
82041;12/26/2025;3407;Saúde;Centro-Oeste;9;196.74;0.05;Crédito;27;2.1
16072;6/26/2023;1055;Automotivo;Sudeste;11;3.11;0.28;PIX;22;2.6
88935;2/13/2024;5031;Roupas e Acessórios;Nordeste;20;10.01;0.18;Boleto;13;5.0
80550;11/11/2016;5356;Roupas e Acessórios;Norte;3;8.37;0.26;PIX;8;3.3
25787;9/18/2005;2537;Beleza e Cosméticos;Nordeste;26;271.76;0.03;PIX;9;3.3
81775;09/10/2017;4496;Beleza e Cosméticos;Sudeste;1;3.53;0.16;PIX;5;3.0
97271;06/01/2008;1302;Beleza e Cosméticos;Centro-Oeste;5;48.79;0.02;Crédito;7;2.1
112641;8/14/2009;1494;Roupas e Acessórios;Sudeste;2;65.09;0.3;Débito;18;3.7
95071;1/28/2020;6548;Grocery;Sul;7;19.93;0.21;PIX;20;4.4
65351;11/20/2014;5315;Mobília;Sudeste;2;525.64;0.1;Boleto;22;3.0
80854;2/15/2015;1650;Grocery;Centro-Oeste;26;144.95;0.09;PIX;19;3.7
66107;11/03/2007;6455;Saúde;Nordeste;23;81.08;0.09;Crédito;2;2.5
86882;11/01/2021;4629;Casa;Nordeste;7;7.32;0.28;Boleto;7;3.9
51361;8/31/2023;6061;Roupas e Acessórios;Nordeste;3;563.9;0.17;Débito;12;4.5
84189;10/15/2023;5556;Beleza e Cosméticos;Sudeste;2;6.2;0.17;Boleto;27;3.2
99138;4/15/2016;6678;Roupas e Acessórios;Norte;26;293.83;0.03;PIX;28;3.4
83657;12/07/2021;2375;Grocery;Sul;14;7.84;0.22;PIX;12;5.0
29633;01/04/2016;2254;Eletrônicos;Nordeste;11;388.03;0.06;Boleto;9;5.0
65832;9/21/2012;4467;Mobília;Sul;2;7.2;0.26;PIX;15;5.0
98802;12/01/2007;4015;Beleza e Cosméticos;Sul;8;139.83;0.21;Boleto;16;3.7
71613;08/10/2007;1211;Beleza e Cosméticos;Nordeste;29;2.44;0.05;PIX;15;3.3
87323;10/01/2020;2416;Livros;Sul;5;66.0;0.01;PIX;9;3.8
37134;4/17/2016;5856;Beleza e Cosméticos;Nordeste;1;28.39;0.08;PIX;2;4.4
83596;09/09/2013;1080;Livros;Sudeste;16;390.1;0.05;Boleto;21;4.0
110016;8/17/2024;2326;Eletrônicos;Sul;2;105.67;0.07;Crédito;7;5.0
60150;04/12/2022;2176;Beleza e Cosméticos;Norte;5;306.72;0.28;Débito;21;4.5
57986;8/27/2005;3257;Beleza e Cosméticos;Nordeste;4;29.01;0.07;Boleto;7;5.0
83600;1/14/2022;6314;Roupas e Acessórios;Sudeste;10;282.84;0.1;PIX;2;3.5
83704;9/29/2017;6188;Livros;Nordeste;3;330.81;0.19;PIX;9;2.9
14665;2/14/2011;1147;Roupas e Acessórios;Sudeste;7;230.81;0.27;Débito;6;2.4
78999;12/13/2008;1023;Livros;Sudeste;2;15.74;0.14;PIX;4;3.3
88227;2/24/2007;3131;Eletrônicos;Sudeste;5;203.37;0.27;Crédito;15;4.7
55925;02/07/2019;5359;Casa;Sul;1;478.38;0.11;Crédito;1;4.1
81650;06/11/2006;2892;Mobília;Sudeste;12;360.86;0.29;Débito;10;4.0
55742;10/23/2005;4835;Livros;Sudeste;13;307.75;0.23;PIX;19;4.5
28980;6/27/2019;1928;Automotivo;Sul;2;101.74;0.1;Boleto;3;5.0
100856;6/22/2009;5063;Brinquedos;Nordeste;3;438.29;0.16;PIX;2;5.0
40411;12/01/2021;5946;Roupas e Acessórios;Sul;7;619.12;0.1;Boleto;16;3.5
93838;05/06/2007;1044;Casa;Nordeste;1;13.19;0.11;Crédito;13;4.4
48122;11/06/2022;5976;Eletrônicos;Sul;10;118.95;0.26;Boleto;25;4.6
10466;11/06/2025;1171;Eletrônicos;Sul;4;443.92;0.34;PIX;3;1.4
44814;2/22/2014;2911;Eletrônicos;Nordeste;1;251.46;0.11;PIX;15;3.7
12676;6/20/2017;1933;Casa;Centro-Oeste;3;429.39;0.17;Débito;1;4.7
102520;06/10/2007;2710;Beleza e Cosméticos;Sul;1;73.29;0.19;Débito;10;3.7
95941;12/23/2022;2690;Eletrônicos;Sudeste;3;4.77;0.14;Crédito;14;3.5
91406;01/03/2020;3306;Esportes;Sul;14;29.4;0.26;Crédito;13;5.0
71059;12/22/2017;2713;Roupas e Acessórios;Sudeste;16;9.78;0.07;PIX;10;4.6
34703;7/29/2023;3691;Casa;Sudeste;25;23.41;0.04;PIX;14;3.7
89519;10/26/2010;5021;Casa;Sudeste;17;2.03;0.18;Débito;8;4.5
63523;04/03/2009;3965;Roupas e Acessórios;Sudeste;16;36.86;0.26;PIX;1;4.2
66642;03/05/2024;5575;Grocery;Sul;4;5.09;0.14;PIX;11;51
17191;2/17/2021;1497;Automotivo;Sul;21;7.69;0.22;Débito;23;32
103648;05/01/2023;1686;Brinquedos;Norte;1;159.05;0.05;PIX;25;11
47914;8/30/2021;3859;Livros;Sudeste;23;66.35;0.11;Boleto;12;11
106520;7/31/2016;5310;Grocery;Norte;16;205.71;0.27;Débito;6;25
81256;8/14/2007;2667;Eletrônicos;Norte;5;678.39;0.27;Débito;9;5.0
111956;9/30/2007;6694;Saúde;Sudeste;27;1065.7;0.14;PIX;13;3.6
86276;12/26/2013;6560;Casa;Sudeste;9;10.94;0.14;PIX;27;4.1
110250;04/03/2015;6519;Eletrônicos;Sul;4;655.49;0.23;Boleto;22;3.7
55941;07/08/2004;1012;Brinquedos;Norte;6;24.89;0.16;Boleto;7;4.8
38261;7/26/2018;1785;Saúde;Norte;5;2.35;0.19;PIX;26;3.1
87845;1/31/2024;3015;Beleza e Cosméticos;Sul;7;337.38;0.25;Débito;8;4.1
113335;03/02/2014;1491;Brinquedos;Centro-Oeste;2;669.96;0.07;PIX;13;3.8
88408;2/28/2023;4670;Automotivo;Nordeste;29;21.13;0.19;PIX;2;3.6
98892;4/20/2004;1707;Roupas e Acessórios;Sul;1;25.97;0.22;Crédito;17;3.9
